Name;Dosage;Forme;Presentation;Price;Remboursement;DCI;Type;Prescription;Image
ABILICARE;10 mg;Comprimes;B/30;109.675;93.203;ARIPIPRAZOLE;Antipsychotiques;Oui;https://laboratoirespharmacare.tn/wp-content/uploads/2024/09/Abilicare-10-mg.png
ABILICARE;15 mg;Comprimes;B/30;123.445;104.907;ARIPIPRAZOLE;Antipsychotiques;Oui;https://laboratoirespharmacare.tn/wp-content/uploads/2024/09/Abilicare-15-mg.png
ABILIFY;10 mg;Comprimes;B/28;127.235;86.989;ARIPIPRAZOLE;Antipsychotiques;Oui;https://images.amavita.ch/product-images/abilify-cpr-orodisp-10-mg-28-pce-gallery-1-002BZ9.jpg
ABILIFY;15 mg;Comprimes;B/28;127.675;97.913;ARIPIPRAZOLE;Antipsychotiques;Oui;https://oladoctor.com/images/medicines/32259/abilify-15-mg-comprimidos-pack.jpg
ABUFENE;400 mg;Comprimes;B/30;5.705;4.845;BETA-ALANINE;Vitamines et compl�ments alimentaires;Non;https://www.pharmashopi.com/media/catalog/product/cache/0150f7f90c4350f46d5248c6d93952d1/A/b/Abufene-400mg-comprim-bote-de-60-comprims-2674458.png
ACARLYSE;50 mg;Comprimes;B/90;23.305;16.141;ACARBOSE;Antidiab�tiques;Oui;https://saiph-labo.com/wp-content/uploads/2023/07/Acarlyse-50-b90.png
ACETAZOLAMIDE;250 mg;Comprimes;B/30;10.79;2.652;ACETAZOLAMIDE;Anticonvulsivants;Oui;https://pharmacyservice.co.uk/wp-content/uploads/pharmacy_mentor/importImages/acetazolamide-250-mg-tablets-2.jpeg
ACIRYL;150 mg;Gelules;B/30;33.96;28.5;PREGABALINE;Anticonvulsivants;Oui;https://pharmacily.com/wp-content/uploads/2022/01/ACIRYL-Gelules.jpg
ACIRYL;150 mg;Gelules;B/60;67.72;57.0;PREGABALINE;Anticonvulsivants;Oui;https://pharmacily.com/wp-content/uploads/2022/01/ACIRYL-Gelules.jpg
ACIRYL;75 mg;Gelules;B/15;15.485;13.455;PREGABALINE;Anticonvulsivants;Oui;https://www.advanspharma.com/wp-content/uploads/2024/04/aspiryl-75mg-100pills-1-scaled.jpg
ACIRYL;75 mg;Gelules;B/60;59.04;53.82;PREGABALINE;Anticonvulsivants;Oui;https://www.advanspharma.com/wp-content/uploads/2024/04/aspiryl-75mg-100pills-1-scaled.jpg
ACNETA 10;10 mg;Gelules;B/10;6.755;2.408;ISOTRETINOINE;Anticanc�reux;Oui;https://www.apo.com/images/product_images/popup_images/acnatac-10-mg-g-025-mg-g-gel-30-g-pzn-16697871.jpg
ACNETA 10;10 mg;Gelules;B/30;18.085;7.224;ISOTRETINOINE;Anticanc�reux;Oui;https://www.apo.com/images/product_images/popup_images/acnatac-10-mg-g-025-mg-g-gel-30-g-pzn-16697871.jpg
ACNETA 20;20 mg;Gelules;B/10;10.65;4.26;ISOTRETINOINE;Anticanc�reux;Oui;https://5.imimg.com/data5/SELLER/Default/2026/2/583085538/LK/KJ/OE/262528578/acnetop-adapalene-nicotinamide-20-mg-cream-1000x1000.png
ACNETA 20;20 mg;Gelules;B/30;32.24;12.78;ISOTRETINOINE;Anticanc�reux;Oui;https://5.imimg.com/data5/SELLER/Default/2026/2/583085538/LK/KJ/OE/262528578/acnetop-adapalene-nicotinamide-20-mg-cream-1000x1000.png
ACNETA 40;40 mg;Gelules;B/10;18.07;7.044;ISOTRETINOINE;Anticanc�reux;Oui;https://www.med.tn/uploads/pharmaceutical/14f752eaac62ca9fbaa3609243d7f871.jpg
ACNETA 40;40 mg;Gelules;B/30;52.85;21.132;ISOTRETINOINE;Anticanc�reux;Oui;https://www.med.tn/uploads/pharmaceutical/14f752eaac62ca9fbaa3609243d7f871.jpg
ACNETA 5;5 mg;Gelules;B/10;4.72;1.58;ISOTRETINOINE;Anticanc�reux;Oui;https://www.chemist.net/media/catalog/product/cache/bafc858152eb164a42842649141eda27/a/c/acnecide-5-gel-60g_sp13846.jpg
ACNETA 5;5 mg;Gelules;B/30;11.87;4.74;ISOTRETINOINE;Anticanc�reux;Oui;https://www.chemist.net/media/catalog/product/cache/bafc858152eb164a42842649141eda27/a/c/acnecide-5-gel-60g_sp13846.jpg
ACTAFON;160 mg;Comprimes orodispersibles;B/12;6.895;2.318;PHLOROGLUCINOL;Antispasmodiques;Non;https://www.actpharma-sa.com/wp-content/uploads/2019/10/ACTAFON160.jpg
ACTAFON;80 mg;Comprimes orodispersibles;B/20;5.48;1.968;PHLOROGLUCINOL;Antispasmodiques;Non;https://www.actpharma-sa.com/wp-content/uploads/2020/09/Actafon-1.jpg
ACTALGINE;500 mg;Comprimes;B/18;2.6;1.928;ACIDE ACETYLSALICYLIQUE;Antiplaquettaires;Oui;https://images.amavita.ch/product-images/850/850/acetalgine-cpr-500-mg-100-pce-main-001UKJ.jpg
ACTALGINE;500 mg;Comprimes;B/20;2.52;2.142;ACIDE ACETYLSALICYLIQUE;Antiplaquettaires;Oui;https://images.amavita.ch/product-images/850/850/acetalgine-cpr-500-mg-100-pce-main-001UKJ.jpg
ACTALGINE PH 8;500 mg;Comprimes pellicules;B/20;1.7;1.445;ACIDE ACETYLSALICYLIQUE;Antiplaquettaires;Oui;https://images.coopvitality.ch/product-images/acetalgin-tabl-500-mg-20-stk-gallery-1-00271I.jpg
ACTAPULGITE;3 g;Poudre pour suspension orale;B/16 sachets;5.55;2.214;ATTAPULGITE DE MORMOIRON ACTIVEE;Antidiarrh�iques;Non;https://www.pharmacie-du-centre-albert.fr/media/finish/img/normal/38/3400930005491-actapulgite-3-g-enfants-et-adultes-poudre-pour-suspension-buvable-30-sachets.jpg
ACTAPULGITE NOURRISSONS;1 g;Poudre pour suspension orale;B/20 sachets;3.75;1.496;ATTAPULGITE DE MORMOIRON ACTIVEE;Antidiarrh�iques;Non;https://www.pharmacie-du-centre-albert.fr/media/finish/img/normal/38/3400930005491-actapulgite-3-g-enfants-et-adultes-poudre-pour-suspension-buvable-30-sachets.jpg
ACTIPP;20 mg;Gelules gastroresistantes;B/8;6.745;4.162;ESOMEPRAZOLE;Antiacides;Non;https://www.actpharma-sa.com/wp-content/uploads/2020/09/Actipp20mg-1.jpg
ACTONEL;35 mg;Comprimes;B/4;63.899;23.008;RISEDRONATE;Vitamines et compl�ments alimentaires;Non;https://images.amavita.ch/product-images/850/850/actonel-comprimes-hebdomadaires-cpr-pell-35-mg-12-pce-main-002C9Z.jpg
ACTOPRIL;25 mg;Comprimes secables;B/60;13.19;8.466;CAPTOPRIL;Antihypertenseurs;Oui;https://i5-mx.walmartimages.com/gr/images/product-images/img_large/00750221679257L.jpg
ACTOZID;50 mg/25 mg;Comprimes secables;B/30;19.395;16.473;CAPTOPRIL+HYDROCHLORTHIAZIDE;Antihypertenseurs;Oui;https://cdn.shop-apotheke.com/images/D02/003/095/D02003095-p11.jpg
ACTRAPID;100 UI/ml;Solution injectable;FL/10 ml;6.753;4.31;INSULINE HUMAINE;Antidiab�tiques;Oui;https://mboapharma.cm/wp-content/uploads/2020/08/actrapid-insuline.jpg
ACTRAPID PENFILL;100 UI/ml;Suspension injectable;FL/5/3 ml;43.506;43.505;INSULINE HUMAINE;Antidiab�tiques;Oui;https://epharma.com.bd/storage/app/public/BuATKFtHF11yIu4KqnSk1o0rM08PxUsKVv2zlnz2.jpg
ACUPAN;20 mg;Solution injectable;B/5/2 ml;6.042;5.134;NEFOPAM;Analg�siques (antidouleurs);Oui;https://www.rosheta.com/upload/97607c5d1a4056ce9f4022933702aa2954d1bf10e6d44aa8629d84a3a636138b.webp
ADALATE RETARD;20 mg;Comprimes � liberation prolongee;B/20;8.125;6.154;NIFEDIPINE;Antihypertenseurs;Oui;https://nomenclator.org/img/envase.900/adalat-retard-20-mg-comprimidos.1.jpg
ADEX;2,5 mg;Comprimes;B/30;7.44;4.794;INDAPAMIDE;Diur�tiques;Oui;https://inphamedis.dz/wp-content/uploads/2025/03/Adex.png
ADEX LP;1,5 mg;Comprimes � liberation prolongee;B/30;7.44;4.59;INDAPAMIDE;Diur�tiques;Oui;https://pharmnet-dz.com/img/medics/1485.png
ADOL;1000 mg;Comprimes secables;B/8;3.11;1.986;PARACETAMOL;Analg�siques (antidouleurs);Non;https://saiph-labo.com/wp-content/uploads/2023/07/Adol-1000.png
ADOL;500 mg;Comprimes;B/15;2.215;0.637;PARACETAMOL;Analg�siques (antidouleurs);Non;https://www.bloompharmacy.com/cdn/shop/products/adol-500-mg-24-tablets-307250.jpg?v=1687634950
ADOL EXTRA;500 mg/65 mg;Comprimes pellicules;B/20;3.775;2.227;PARACETAMOL+CAFEINE;Analg�siques (antidouleurs);Non;https://saiph-labo.com/wp-content/uploads/2023/07/adol-extra.png
ADOLINE;500 mg;Comprimes;B/10;0.755;0.425;PARACETAMOL;Analg�siques (antidouleurs);Non;https://saiph-labo.com/wp-content/uploads/2023/07/adol-500-b150-600x464.png
ADOLINE;500 mg;Comprimes;B/20;1.01;0.85;PARACETAMOL;Analg�siques (antidouleurs);Non;https://saiph-labo.com/wp-content/uploads/2023/07/adol-500-b150-600x464.png
ADOLINE;500 mg;Comprimes effervescents;B/16;3.59;1.795;PARACETAMOL;Analg�siques (antidouleurs);Non;https://saiph-labo.com/wp-content/uploads/2023/07/adol-500-b150-600x464.png
ADOLINE;500 mg;Comprimes effervescents;B/2 tubes/8;2.12;1.795;PARACETAMOL;Analg�siques (antidouleurs);Non;https://saiph-labo.com/wp-content/uploads/2023/07/adol-500-b150-600x464.png
ADOLINE;500 mg;Comprimes effervescents;B/2x8;3.6;1.795;PARACETAMOL;Analg�siques (antidouleurs);Non;https://saiph-labo.com/wp-content/uploads/2023/07/adol-500-b150-600x464.png
ADONTAG;150 mg;Gelules;B/18;21.01;17.1;PREGABALINE;Anticonvulsivants;Oui;https://oladoctor.com/images/medicines/39418/testogel-16-2-mg-g-gel-pack.jpg
ADONTAG;150 mg;Gelules;B/30;34.86;28.5;PREGABALINE;Anticonvulsivants;Oui;https://oladoctor.com/images/medicines/39418/testogel-16-2-mg-g-gel-pack.jpg
ADONTAG;150 mg;Gelules;B/60;67.44;57.0;PREGABALINE;Anticonvulsivants;Oui;https://oladoctor.com/images/medicines/39418/testogel-16-2-mg-g-gel-pack.jpg
ADONTAG;150 mg;Gelules;FL/14;16.395;13.3;PREGABALINE;Anticonvulsivants;Oui;https://oladoctor.com/images/medicines/39418/testogel-16-2-mg-g-gel-pack.jpg
ADONTAG;150 mg;Gelules;FL/28;32.55;26.6;PREGABALINE;Anticonvulsivants;Oui;https://oladoctor.com/images/medicines/39418/testogel-16-2-mg-g-gel-pack.jpg
ADONTAG;150 mg;Gelules;FL/56;63.185;53.2;PREGABALINE;Anticonvulsivants;Oui;https://oladoctor.com/images/medicines/39418/testogel-16-2-mg-g-gel-pack.jpg
ADONTAG;75 mg;Gelules;FL/14;14.1;12.558;PREGABALINE;Anticonvulsivants;Oui;https://pharmacily.com/wp-content/uploads/2022/01/Adontag-Gelules.jpg
ADONTAG;75 mg;Gelules;FL/30;30.73;26.91;PREGABALINE;Anticonvulsivants;Oui;https://pharmacily.com/wp-content/uploads/2022/01/Adontag-Gelules.jpg
ADYBREX;200 mg;Gelules;B/10;8.44;2.536;CELECOXIB;Anti-inflammatoires;Non;http://zenithpharmacy.com.au/cdn/shop/products/APH-Ibuprofen-200mg-Gel-Capsule-40_1.jpg?v=1703035257
ADYBREX;200 mg;Gelules;B/20;13.235;5.072;CELECOXIB;Anti-inflammatoires;Non;http://zenithpharmacy.com.au/cdn/shop/products/APH-Ibuprofen-200mg-Gel-Capsule-40_1.jpg?v=1703035257
ADYBREX;200 mg;Gelules;B/30;19.74;7.608;CELECOXIB;Anti-inflammatoires;Non;http://zenithpharmacy.com.au/cdn/shop/products/APH-Ibuprofen-200mg-Gel-Capsule-40_1.jpg?v=1703035257
AERIUS;2,5 mg;Comprimes orodispersibles;B/30;9.15;7.777;DESLORATADINE;Antihistaminiques;Non;https://lekarnacz.vshcdn.net/upload/ae/ri/aerius-2-5-mg-90x2-5mg-tablety-rychle-rozp-2175605-350x350-square.jpg
AERIUS;5 mg;Comprimes orodispersibles;B/30;9.615;7.829;DESLORATADINE;Antihistaminiques;Non;https://res.cloudinary.com/zava-www-uk/image/upload/fl_progressive/a_exif,f_auto,e_sharpen:100,c_fit,w_539,h_404,q_70/v1574095836/fr/services-setup/rhinite/aerius/gyuejzvrf616k2yucys4.jpg
AERIUS;5 mg;Comprimes pellicules;B/15;10.67;4.118;DESLORATADINE;Antihistaminiques;Non;https://res.cloudinary.com/zava-www-uk/image/upload/fl_progressive/a_exif,f_auto,e_sharpen:100,c_fit,w_539,h_404,q_70/v1574095836/fr/services-setup/rhinite/aerius/gyuejzvrf616k2yucys4.jpg
AEROFOR;12 �g;Gelules;B/30 + inhal;19.08;13.592;FORMOTEROL;Bronchodilatateurs;Oui;https://www.teriak.com/En/image_resize.php?img=upload%2F1583321716.png
AEROFOR;12 �g;Gelules;B/60 + inhal;35.195;27.183;FORMOTEROL;Bronchodilatateurs;Oui;https://www.teriak.com/En/image_resize.php?img=upload%2F1583321716.png
AEROL;100 �g;Aerosol;FL/200 doses;7.37;4.93;SALBUTAMOL;Bronchodilatateurs;Non;https://berg-lifesciences.com/wp-content/uploads/2024/03/AEROL-Salbutamol.webp
AERONIDE;200 �g;Poudre pour inhalation buccale;B/60 g�lules + inhal;13.5;11.475;BUDESONIDE;Cortico�des;Oui;https://medimedix.com/wp-content/uploads/2025/12/aeronide-200-mcg-1-768x576.jpg
AERONIDE;400 �g;Poudre pour inhalation buccale;B/60 g�lules + inhal;22.84;19.38;BUDESONIDE;Cortico�des;Oui;http://www.teriak.com/Fr/image_resize.php?img=upload%2F1583321723.png
AFUCID;250 mg;Comprimes;B/10;16.715;13.54;ACIDE FUSIDIQUE;Antibiotiques;Oui;https://www.dexagroup.com/wp-content/uploads/2025/10/dexagroup-afucid-2-cream-id-03-1024x1024.png
AFUSIDIC;250 mg;Comprimes pellicules;B/10;21.13;13.54;ACIDE FUSIDIQUE;Antibiotiques;Oui;https://www.dockpharmacy.com/wp-content/uploads/2018/07/Fucidin-Tablets-250mg-Sodium-Fusidate-Tablets-100-Tablets-1.jpg
AFUSIDIC;250 mg;Comprimes pellicules;B/20;35.67;27.081;ACIDE FUSIDIQUE;Antibiotiques;Oui;https://www.dockpharmacy.com/wp-content/uploads/2018/07/Fucidin-Tablets-250mg-Sodium-Fusidate-Tablets-100-Tablets-1.jpg
AFUSIDIC PLUS;2,00%;Creme dermique;T/15 g;5.79;4.284;BETAMETHASONE + ACIDE FUSIDIQUE;Cortico�des;Non;https://storage.googleapis.com/rxstorage/Product/Photos/farmaku_afucid-2%25-cream-5-gr-01.jpg
AH-DEUX;20 mg;Comprimes pellicules;B/30;13.23;11.246;FAMOTIDINE;Antiacides;Non;
AKINETON LP;4 mg;Comprimes pellicules;B/30;14.775;12.559;BIPERIDENE;Autres;Oui;https://ekomarkethub.com/shop/image/cache/wkseller/Pharmacie560/Pharmacie%20Sapeurs/akineton-lp-4-mg-30-comprimes-600x600.jpg
AKINETON LP;4 mg;Comprimes pellicules;B/50;24.873;20.995;BIPERIDENE;Autres;Oui;https://ekomarkethub.com/shop/image/cache/wkseller/Pharmacie560/Pharmacie%20Sapeurs/akineton-lp-4-mg-30-comprimes-600x600.jpg
AKLONIL;2 mg;Comprimes secables;B/40;3.182;2.92;CLONAZEPAM;Anticonvulsivants;Oui;https://www.therapia.gr/wp-content/uploads/2022/05/aklonil.png
AKTONATE;35 mg;Comprimes pellicules;B/12;89.94;69.023;RISEDRONATE;Vitamines et compl�ments alimentaires;Non;https://www.pharmabolix.com/sites/default/files/Aktonate.jpg
AKTONATE;35 mg;Comprimes pellicules;B/4;42.105;23.008;RISEDRONATE;Vitamines et compl�ments alimentaires;Non;https://www.pharmabolix.com/sites/default/files/Aktonate.jpg
ALBIOMIN;20,00%;Solution pour perfusion injectable;FL/50 ml;160.055;116.45;ALBUMINE HUMAINE PLASMATIQUE;Autres;Oui;https://trungtamthuoc.com/images/products/530x530/thuoc-albiomin-20-50-ml-1-u8303.jpg
ALBUNORM;20,00%;Solution pour perfusion injectable;FL/50 ml;166.714;116.45;ALBUMINE HUMAINE PLASMATIQUE;Autres;Oui;https://farmaciasbolivia.com.bo/wp-content/uploads/2023/07/3878-600x600.jpg
ALBUTOL;2 mg;Comprimes;B/30;1.685;1.428;SALBUTAMOL;Bronchodilatateurs;Non;https://saiph-labo.com/wp-content/uploads/2023/07/albutol2.png
ALDACTAZINE;25 mg;Comprimes secables;B/30;10.902;9.257;SPIRONOLACTONE+ALTIZIDE;Diur�tiques;Oui;https://cdn.shopify.com/s/files/1/0571/9752/7133/files/Aldactazide.jpg?v=1673975649
ALDACTONE;50 mg;Comprimes secables;B/30;24.02;11.424;SPIRONOLACTONE;Diur�tiques;Oui;https://cdn.shop-apotheke.com/images/D01/193/030/D01193030-p1.jpg
ALDACTONE;75 mg;Comprimes pellicules secables;B/30;16.559;14.051;SPIRONOLACTONE;Diur�tiques;Oui;https://pharmnet-dz.com/img/medics/1481.png
ALDALIX;20 mg;Gelules;B/30;10.286;8.721;SPIRONOLACTONE+FUROSEMIDE;Diur�tiques;Oui;https://isteam.wsimg.com/ip/75d32038-b363-4f6b-bcbd-a9cc43c0a4a8/ols/3289_original/:/rs=w:600,h:600
ALERGOSONE;0,5 mg/ml;Gouttes buvables;FL/30 ml;5.41;4.386;BETAMETHASONE;Cortico�des;Oui;https://www.med.tn/uploads/pharmaceutical/1dad5cc9df52b20f0ddfe23a9f31e7b3.jpg
ALERGOSONE;2 mg;Comprimes dispersibles secables;B/20;7.68;5.95;BETAMETHASONE;Cortico�des;Oui;https://www.sehatok.com/sites/default/files/styles/large_16_9/public/2026-01/_%D8%AF%D9%88%D8%A7%D8%A1-alergosone.jpg?h=8abcec71&itok=hYtsZ7_2
ALEZINE;5 mg;Comprimes orodispersibles;B/15;5.715;4.756;LEVOCETIRIZINE;Antihistaminiques;Non;https://assets.truemeds.in/Images/ProductImage/TM-TACR1-021077/LAZINE-5-MG-Tablet-10_1.webp?tr=cm-pad_resize,bg-FFFFFF,lo-true,w-315
ALEZINE;5 mg;Comprimes orodispersibles;B/18;8.28;5.707;LEVOCETIRIZINE;Antihistaminiques;Non;https://assets.truemeds.in/Images/ProductImage/TM-TACR1-021077/LAZINE-5-MG-Tablet-10_1.webp?tr=cm-pad_resize,bg-FFFFFF,lo-true,w-315
ALEZINE;5 mg;Comprimes orodispersibles;B/30;11.19;9.512;LEVOCETIRIZINE;Antihistaminiques;Non;https://assets.truemeds.in/Images/ProductImage/TM-TACR1-021077/LAZINE-5-MG-Tablet-10_1.webp?tr=cm-pad_resize,bg-FFFFFF,lo-true,w-315
ALEZINE;5 mg;Comprimes orodispersibles;B/6;4.28;1.902;LEVOCETIRIZINE;Antihistaminiques;Non;https://assets.truemeds.in/Images/ProductImage/TM-TACR1-021077/LAZINE-5-MG-Tablet-10_1.webp?tr=cm-pad_resize,bg-FFFFFF,lo-true,w-315
ALFACAPS;1 �g;Capsules molles;B/30;38.74;32.929;ALFACALCIDOL;Vitamines et compl�ments alimentaires;Non;https://nature-tricks.com/wp-content/uploads/2023/05/alfacaps-capsules-review-peru.jpg
ALGESIC;500 mg;Comprimes secables;B/20;2.365;0.85;PARACETAMOL;Analg�siques (antidouleurs);Non;https://www.med.tn/uploads/pharmaceutical/2604e6b42c2d6814ee1834a6e428865a.jpg
ALGESIC EXTRA;500 mg/65 mg;Comprimes pellicules secables;B/16;3.205;1.782;PARACETAMOL+CAFEINE;Analg�siques (antidouleurs);Non;https://mboapharma.cm/wp-content/uploads/2025/03/ALGESIC-EXTRA-500MG-65MG-16-CP-v1-jpg1.jpg
ALGETRA;37,5 mg/325 mg;Comprimes pellicules;B/20;4.49;3.808;TRAMADOL + PARACETAMOL;Analg�siques (antidouleurs);Non;https://www.pharmagroupe.be/resize/600x600/media/finish/img/normal/48/3346095-algotra-37-5mg-325mg-comp-efferv-40.jpg
ALGIBREX;200 mg;Gelules;B/10;6.57;2.536;CELECOXIB;Anti-inflammatoires;Non;https://http2.mlstatic.com/D_NQ_NP_697332-MLM87528237820_072025-O-algidol-ibuprofeno-200-mg-gel-caja-con-10-capsulas.webp
ALGIBREX;200 mg;Gelules;B/20;12.88;5.072;CELECOXIB;Anti-inflammatoires;Non;https://http2.mlstatic.com/D_NQ_NP_697332-MLM87528237820_072025-O-algidol-ibuprofeno-200-mg-gel-caja-con-10-capsulas.webp
ALGIBREX;200 mg;Gelules;B/30;19.24;7.608;CELECOXIB;Anti-inflammatoires;Non;https://http2.mlstatic.com/D_NQ_NP_697332-MLM87528237820_072025-O-algidol-ibuprofeno-200-mg-gel-caja-con-10-capsulas.webp
ALGIDOL;1000 mg;Comprimes secables;B/8;2.34;1.986;PARACETAMOL;Analg�siques (antidouleurs);Non;https://laboratoirespharmacare.tn/wp-content/uploads/2024/09/Algidol-1000-mg-600x424.png
ALGIDOL;500 mg;Comprimes;B/16;1.575;0.68;PARACETAMOL;Analg�siques (antidouleurs);Non;https://laboratoirespharmacare.tn/wp-content/uploads/2024/09/Algidol-500-mg-500x500.png
ALGIDOL EXTRA;500 mg/65 mg;Comprimes pellicules;B/16;2.21;1.782;PARACETAMOL+CAFEINE;Analg�siques (antidouleurs);Non;https://laboratoirespharmacare.tn/wp-content/uploads/2024/09/Algidol-Extra-1.png
ALLERGAMINE;0,5 mg/5 ml;Sirop;FL/125 ml;4.414;1.063;DEXCHLORPHENIRAMINE;Antihistaminiques;Non;https://pharmaderm.net/wp-content/uploads/2015/12/allergamine.jpg
ALLERGICA;10 mg;Comprimes;B/10;5.49;2.125;CETIRIZINE;Antihistaminiques;Non;https://www.med.tn/uploads/pharmaceutical/552a0cf03cfade5554df34ddad14572c.jpg
ALLERGICA;10 mg;Comprimes;B/20;7.63;4.25;CETIRIZINE;Antihistaminiques;Non;https://www.med.tn/uploads/pharmaceutical/552a0cf03cfade5554df34ddad14572c.jpg
ALLERGICA;10 mg;Comprimes;B/30;12.13;6.375;CETIRIZINE;Antihistaminiques;Non;https://www.med.tn/uploads/pharmaceutical/552a0cf03cfade5554df34ddad14572c.jpg
ALLERGODIL;0,05%;Collyre;FL/6 ml;9.235;7.385;AZELASTINE;Antihistaminiques;Non;https://www.pazzox.fr/media/products/1431402-176030.jpeg?type=resize&w=1000&h=1000
ALLERGUS;0,5 mg/ml;Sirop;FL/150 ml;7.885;5.738;DESLORATADINE;Antihistaminiques;Non;https://mboapharma.cm/wp-content/uploads/2025/03/0728c3c9abd81a20723bd71a9cea43f1.jpg
ALLERGUS;0,5 mg/ml;Solution buvable;FL/150 ml;6.895;5.738;DESLORATADINE;Antihistaminiques;Non;https://mboapharma.cm/wp-content/uploads/2025/03/0728c3c9abd81a20723bd71a9cea43f1.jpg
ALLERGUS;5 mg;Comprimes pellicules;B/15;6.695;4.118;DESLORATADINE;Antihistaminiques;Non;https://mboapharma.cm/wp-content/uploads/2025/03/ALLERGUS-5-MG-15-CP-v1-jpg.jpg
ALLERGUS;5 mg;Comprimes pellicules;B/30;11.75;8.236;DESLORATADINE;Antihistaminiques;Non;https://mboapharma.cm/wp-content/uploads/2025/03/ALLERGUS-5-MG-15-CP-v1-jpg.jpg
ALLERGUS;5 mg;Comprimes pellicules;B/5;2.56;1.373;DESLORATADINE;Antihistaminiques;Non;https://mboapharma.cm/wp-content/uploads/2025/03/ALLERGUS-5-MG-15-CP-v1-jpg.jpg
ALLERGY-STOP;5 mg;Comprimes pellicules;B/15;7.315;4.756;LEVOCETIRIZINE;Antihistaminiques;Non;https://www.actpharma-sa.com/wp-content/uploads/2019/10/allergy30-600x578.jpg
ALLERGY-STOP;5 mg;Comprimes pellicules;B/30;11.765;9.512;LEVOCETIRIZINE;Antihistaminiques;Non;https://www.actpharma-sa.com/wp-content/uploads/2019/10/allergy30-600x578.jpg
ALLERGYFAST;120 mg;Comprimes pellicules;B/15;7.655;6.503;FEXOFENADINE;Antihistaminiques;Non;https://saiph-labo.com/wp-content/uploads/2023/07/fast-allergy-120.png
ALLERGYFAST;180 mg;Comprimes pellicules;B/15;8.0;6.796;FEXOFENADINE;Antihistaminiques;Non;https://saiph-labo.com/wp-content/uploads/2023/07/fast-allergy-180-600x464.png
ALLERTEC;0,10%;Sirop;FL/150 ml;9.335;5.355;CETIRIZINE;Antihistaminiques;Non;https://oladoctor.com/images/medicines/14579/allertec-pack.jpg
ALLERTEC;1,00%;Solution buvable;FL/15 ml;4.6;3.137;CETIRIZINE;Antihistaminiques;Non;https://oladoctor.com/images/medicines/14579/allertec-pack.jpg
ALLERTEC;10 mg;Comprimes secables;B/15;7.635;3.188;CETIRIZINE;Antihistaminiques;Non;https://laboratoirespharmacare.tn/wp-content/uploads/2024/09/Allertec-10-mg-B-15.png
ALLERTEC;10 mg;Comprimes secables;B/30;10.9;6.375;CETIRIZINE;Antihistaminiques;Non;https://laboratoirespharmacare.tn/wp-content/uploads/2024/09/Allertec-10-mg-B-15.png
ALLERTEC;10 mg;Comprimes secables;B/7;3.625;1.488;CETIRIZINE;Antihistaminiques;Non;https://laboratoirespharmacare.tn/wp-content/uploads/2024/09/Allertec-10-mg-B-15.png
ALLERTEC;10 mg/ml;Solution buvable;FL/30 ml;7.4;6.273;CETIRIZINE;Antihistaminiques;Non;https://www.medicare.pl/allertec-10-mg-ml-krople-doustne-roztwor.2.jpg
ALLERTEC;5 mg/5 ml;Sirop;FL/100 ml;4.28;3.57;CETIRIZINE;Antihistaminiques;Non;https://www.aptemed.pl/allertec-syrop-5-mg-5-ml-100-ml.jpg?6Yy1n
ALLORIC;100 mg;Comprimes;B/30;6.82;4.845;ALLOPURINOL;Autres;Oui;https://www.advanspharma.com/wp-content/uploads/2023/01/alloric-100mg-30pills.jpg
ALOPIA;5 mg;Comprimes pellicules;B/28;36.99;14.796;FINASTERIDE;Hormones;Oui;https://5.imimg.com/data5/SELLER/Default/2026/1/573337186/BK/JN/IL/7034457/finasteride-tablets-manufacturers-1000x1000.jpg
ALPHA-GLUCOFF;50 mg;Comprimes;B/90;21.28;16.141;ACARBOSE;Antidiab�tiques;Oui;https://fr.bloomtechz.com/uploads/35373/alpha-gpc-tablet-300-mg020ee.jpg
ALPHACOL;0,20%;Collyre;FL/5 ml;15.785;13.417;BRIMONIDINE;Autres;Oui;https://www.unimed.com.tn/wp-content/uploads/2022/03/Alphacol.png
ALPHACOL FREE;0,20%;Collyre;FL/5 ml;17.755;13.417;BRIMONIDINE;Autres;Oui;https://www.unimed.com.tn/wp-content/uploads/2022/03/Alphacol.png
ALPHAGAN;0,20%;Collyre;FL/5 ml;21.06;13.417;BRIMONIDINE;Autres;Oui;https://www.pharmacieyassine.com/attachments/shop_images/alphagan-02-eye-drops-brimonidine-281655722977_(1).png
ALPRESS LP;2,5 mg;Comprimes � liberation prolongee;B/30;12.472;10.582;PRAZOSINE;Antihypertenseurs;Oui;http://www.pharmabolix.com/sites/default/files/Alpress_5mg.jpg
ALPRESS LP;5 mg;Comprimes � liberation prolongee;B/30;20.982;17.825;PRAZOSINE;Antihypertenseurs;Oui;http://www.pharmabolix.com/sites/default/files/Alpress_5mg.jpg
ALTIAZEM;60 mg;Comprimes;B/30;5.575;4.717;DILTIAZEM;Antihypertenseurs;Oui;https://www.dwa.ma/images/images-results-250/5c4f22a9f56176139d6d5fd2-ALTIAZEM-dwa-maroc-mainImage.jpeg
ALZOR;2,00%;Collyre;FL/5 ml;19.39;16.482;DORZOLAMIDE;Autres;Oui;https://pharmnet-dz.com/img/medics/2361.png
